============================================================
  Generated by:           Genus(TM) Synthesis Solution 21.10-p002_1
  Generated on:           Jun 28 2023  12:30:17 pm
  Module:                 NTTN
  Technology library:     fast_vdd1v0 1.0
  Operating conditions:   PVT_1P1V_0C (balanced_tree)
  Wireload mode:          enclosed
  Area mode:              timing library
============================================================

         Instance                        Module                 Cell Count   Cell Area  Net Area   Total Area   Wireload  
--------------------------------------------------------------------------------------------------------------------------
NTTN                                                                314395 1463784.966     0.000  1463784.966 <none> (D)  
  BRAM_GEN_BLOCK[0].bd00  BRAM_DLEN30_HLEN10                         56048  278483.760     0.000   278483.760 <none> (D)  
  BRAM_GEN_BLOCK[0].bd01  BRAM_DLEN30_HLEN10_1                       56048  278483.760     0.000   278483.760 <none> (D)  
  BRAM_GEN_BLOCK[0].bt00  BRAM_DLEN30_HLEN12                         38792  152011.134     0.000   152011.134 <none> (D)  
  BRAM_GEN_BLOCK[1].bd00  BRAM_DLEN30_HLEN10_2                       55750  278325.756     0.000   278325.756 <none> (D)  
  BRAM_GEN_BLOCK[1].bd01  BRAM_DLEN30_HLEN10_3                       56048  278483.760     0.000   278483.760 <none> (D)  
  BRAM_GEN_BLOCK[1].bt00  BRAM_DLEN30_HLEN12_1                       38751  151983.774     0.000   151983.774 <none> (D)  
  NTT2_GEN_BLOCK[0].nttu  NTT2                                        5021   16929.342     0.000    16929.342 <none> (D)  
    mm                    ModMult                                     4260   13517.208     0.000    13517.208 <none> (D)  
      im                  intMult                                     2296    7049.646     0.000     7049.646 <none> (D)  
        CSA_LOOP[0].csau  CSA                                           30     134.748     0.000      134.748 <none> (D)  
          FA_LOOP[16].fau FA_251                                         1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[17].fau FA_17                                          1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[18].fau FA_18                                          1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[19].fau FA_19                                          1       5.130     0.000        5.130 <none> (D)  
